,production_budget_usd,worldwide_Gross_usd
4075,4000000,12302
4076,1200000,26608
4077,1000000,96734
4078,135000000,573068425
4079,27500000,31157914
4080,25000000,98406855
4081,14000000,115592104
4082,7000000,10765283
4083,3000000,156362
4084,9000,4584
4085,100000000,98227017
4086,70000000,160379930
4087,58000000,50365498
4088,23000000,36374700
4089,10000000,1049641
4090,42000000,36197221
4091,42000000,45688337
4092,25000000,81249176
4093,67500000,350976753
4094,12000000,103028188
4095,3000000,223652
4096,165000000,496511521
4097,31000000,160558438
4098,16000000,94812
4099,15000000,22018988
4100,65000000,156974557
4101,57000000,149217355
4102,23000000,151496097
4103,32500000,24159934
4104,14000000,35579177
4105,12000000,82497035
4106,40000000,25268680
4107,15000000,128955898
4108,12000000,123681790
4110,800000,462206
4111,750000,1011535
4113,220000000,757890267
4115,125000000,211856088
4116,22000000,77229695
4117,840000,3787689
4118,42000000,202812429
4119,10000000,4708127
4120,6000000,8446952
4122,4000000,442550
4124,80000000,677923379
4125,1100000,9297407
4126,1000000,5391992
4127,150000000,305270083
4128,85000000,173613482
4131,225000000,1519479547
4132,12500000,1100287
4133,11000000,10431506
4134,10000000,134639780
4135,30000000,54052249
4136,30000000,70768144
4137,20000000,33943049
4139,1200000,595018
4140,930000,30905
4141,25000000,96633833
4142,12000000,113373764
4143,12000000,1200346
4144,55000000,136143605
4145,33000000,41495213
4146,30000000,61623819
4147,26000000,30601801
4148,6000000,10106975
4149,5250000,20188740
4150,900000,7396
4151,135000,429448
4152,12000000,32700439
4153,45000000,377807404
4154,39000000,81150788
4155,12500000,3522153
4156,8000000,2721534
4157,5800000,15091
4158,65000000,180148897
4159,209000000,305218228
4160,37500000,120925697
4161,8900000,22744132
4162,1100000,56491
4164,215000000,654213485
4165,16000000,68582095
4166,10800000,484873045
4167,1000000,42411721
4168,1000000,101759490
4170,50000000,236799211
4171,3000000,1324299
4172,45000000,80594860
4173,70000000,61031932
4174,57500000,58085235
4175,120000,3090593
4176,185000000,554606532
4177,67500000,137489730
4178,21500000,74326015
4179,10000000,11766959
4180,1800000,23265132
4181,50000000,556016627
4182,20000000,66950887
4183,16000000,12519804
4184,7000000,170549753
4185,20000000,25361206
4186,6000000,16369708
4187,5700000,86051320
4188,3000000,12577401
4190,6000000,1673635
4191,5600000,14683763
4192,95000000,879765137
4193,17700000,14518884
4194,2500000,33349941
4196,275000000,1084439099
4197,225000,1109276
4198,55000000,67130045
4199,33000000,165552290
4200,10000000,4659110
4201,145000000,746921271
4202,125000000,402448265
4203,750000,4422318
4204,30000000,133085295
4205,200000000,1110526981
4206,40000000,55249159
4207,100000000,311979256
4208,60000000,108119662
4209,10000000,24660323
4210,4900000,6924321
4211,2500000,4934356
4212,270000,830700
4213,22000000,17216955
4214,35000000,31393201
4215,25000000,48530887
4216,17000000,10637281
4217,4000000,5966671
4219,26000000,54393637
4220,20000000,1065907
4221,14000000,82925064
4222,850000,1386088
4223,275000000,282778100
4224,40000000,20790486
4225,2000000,16610760
4227,65000000,273346281
4228,24200000,10447579
4230,300000,17241
4231,65000000,238940997
4232,37500000,58792011
4233,35000000,17967746
4234,12000000,35830713
4235,4600000,36751984
4237,60000000,47818913
4238,45000000,41467606
4239,15000000,57586606
4240,13000000,33069303
4241,6900000,44103982
4242,85000000,378505812
4243,30000000,170466405
4244,19000000,5714913
4245,17000000,116044347
4246,500000,314444
4247,85000000,208542162
4248,79000000,318146162
4249,30000000,197618160
4250,125000000,280355920
4251,95000000,104907746
4252,4000000,4230426
4253,35000000,35426759
4254,5000000,140619520
4255,2000000,17061
4256,1000000,11495204
4257,102000000,130673154
4258,20000000,55975672
4259,20000000,8300821
4260,14000000,11166615
4261,5000000,9109597
4262,2000000,2436
4263,150000000,238202668
4264,4300000,10212403
4265,9200000,5806666
4266,136200000,829724737
4267,49000000,71004627
4268,21000000,236412453
4269,11000000,25307405
4270,145000000,306900902
4271,120000000,607987022
4272,65000000,48164150
4273,19500000,29393634
4274,15000000,39238443
4275,10000000,8890094
4276,44500000,227140757
4277,42000000,73239258
4278,13500000,33035736
4279,10000000,3336053
4280,3000000,87727807
4281,200000,236806
4282,250000000,1017003568
4284,52500000,134612435
4285,40000000,41294674
4286,9700000,36787044
4287,60000000,217370736
4288,40000000,169590606
4289,35000000,90221182
4290,25000000,28012862
4291,100000000,449948323
4292,65000000,442169052
4293,25000000,120832383
4294,77600000,60680125
4295,45000000,73706
4296,20000000,34454631
4306,55000000,22597969
4307,30000000,115121608
4309,1500000,2592308
4310,195000000,197687603
4311,18000000,1199510
4312,13000000,42195766
4313,12500000,9376444
4314,12000000,12079308
4315,4500000,7838405
4316,4000000,25448707
4317,2500000,549632
4318,2000000,63555
4319,110000000,127983283
4320,55000000,110387072
4321,12000000,89309178
4322,5000000,60611845
4324,35000000,34480045
4325,30000000,48330757
4326,15000000,148095566
4327,50000000,214949716
4328,35000000,48543388
4329,10000000,31164747
4330,60000,4917
4331,28000000,112914167
4333,275000000,260002115
4334,61000000,132493015
4335,2500000,6916951
4336,250000,62375
4337,92000000,304249198
4338,50000000,60282876
4339,28000000,94050951
4340,40000000,74156610
4341,15000000,57907734
4342,4000000,4327
4343,3500000,27704111
4344,5400000,4728896
4345,200000000,1215392272
4346,10000000,3623609
4347,10000000,173472
4349,76000000,975216835
4350,2500000,32327255
4351,50000000,26387039
4352,32000000,27392609
4353,12800000,69821476
4354,5000000,31149251
4356,70000000,150562164
4357,25000000,9313302
4358,13000000,18733666
4359,140000000,375740705
4360,50000000,64477051
4361,15000000,47011449
4362,20000000,47666013
4363,15000000,9300336
4365,110000000,695941797
4366,30000000,60512680
4367,1700000,2507159
4370,22000000,15434375
4371,40000000,27000381
4372,500000,152449
4373,120000000,287916633
4374,1500000,1541131
4375,1250000,2940411
4376,1200000,2859955
4377,32500000,48425971
4378,26000000,81275291
4379,15000000,528731
4380,10000000,31556959
4381,17000000,97778356
4382,16000000,22594052
4383,1400000,1632
4384,900000,413733
4385,5000000,26853810
4387,190000000,467381584
4388,3450000,18309793
4389,3000000,11267511
4390,3000000,47469
4391,103000000,362000072
4392,160000000,789300444
4393,100000000,262794441
4394,3000000,23283672
4395,130000000,251499665
4396,75000000,342769200
4397,8300000,50827466
4398,6500000,3027956
4399,38000000,94763758
4400,15000000,61847
4401,15000000,20898221
4402,11000000,32943247
4403,10600000,261364
4404,225000000,667999518
4405,1000000,5892466
4406,200000000,743588329
4407,190000000,531514650
4411,150000000,205440387
4412,43000000,229727774
4413,23000000,13593473
4414,500000,1778
4415,58000000,93672764
4416,3000000,91266581
4417,90000000,200859554
4418,37000000,267816276
4420,135000000,286896578
4421,130000000,79076678
4422,84000000,137162560
4423,20000000,318000141
4424,5300000,440821
4425,4800000,4494560
4426,1000000,501289
4427,7000000,1268346
4428,115000000,416456852
4429,18000000,102912961
4430,1900000,285593
4431,1500000,4128828
4432,110000000,348547523
4433,500000,2141436
4434,35000000,175361578
4435,30000000,66742138
4437,1900000,10137234
4438,200000000,490359051
4439,30000000,19599974
4441,150000000,644602516
4442,19000000,76086711
4443,40000000,16173593
4444,30000000,177025498
4445,28000000,63129909
4446,18000000,43402515
4447,5000000,1075009
4448,2500000,35017
4449,60000000,75965567
4450,38600000,57987299
4451,20000000,47508505
4452,19200000,5617460
4453,500000,407100
4454,175000,2602
4455,18000000,11813989
4456,10000000,68541786
4457,5000000,100486616
4459,120000000,286192091
4460,50000000,238059569
4461,30000000,51078541
4462,5000000,161921515
4463,2000000,28864
4464,8000000,25621449
4465,46000000,113402302
4466,38000000,98230839
4467,20000000,16723377
4468,8000000,21970000
4469,78000000,274392649
4470,18000000,9082906
4471,8500000,22885836
4472,5500000,41268579
4473,190000000,351040419
4474,15000000,9307166
4475,70000000,103735965
4476,30000000,82409520
4477,26000000,6154172
4478,20000000,181025343
4479,8500000,10386814
4481,25000000,71009334
4482,15000000,160903019
4485,60000000,104100903
4486,11000000,56178935
4487,2500000,59922558
4488,55000000,220648184
4489,20000000,18273009
4490,5250000,22937201
4491,750000,1960521
4492,650000,171962
4493,17000000,72835710
4494,12000000,24761360
4495,12000000,29549145
4496,7000000,1933829
4497,150000000,1274234980
4498,130000000,864868047
4499,22000000,70536870
4500,12000000,98963392
4501,22000000,51695362
4502,17500000,7285135
4503,35000000,29890402
4504,40000000,97470701
4505,20000000,78613981
4506,3100000,123407
4507,32000000,126539117
4508,190000000,411002906
4509,80000000,247023808
4510,900000,17549645
4511,250000000,960366855
4512,40000000,257878294
4513,35000000,114962525
4514,25000000,52543354
4515,50000000,172185754
4516,80000000,130580730
4517,175000000,151716815
4518,100000000,391976723
4519,91000000,188536838
4520,40000000,69807260
4521,25000000,50738810
4522,30000000,143490
4523,22000000,30051905
4525,16000000,1844228
4527,4000000,4454853
4532,1000000,552614
4535,150000,32927
4539,170000000,771100771
4540,30000000,33339868
4541,16000000,1705908
4542,60000000,131377412
4543,30000000,122529966
4544,25000000,153733800
4545,7000000,36146087
4546,65000000,74575290
4547,7000000,15206330
4548,18000000,14189810
4549,8000000,53068955
4550,7000000,1857458
4551,200000000,708996336
4552,2600000,15298355
4553,600000,42557
4554,30000000,87956618
4555,20000000,93931360
4556,13000000,42174545
4557,60000000,22468620
4558,20000000,34718173
4559,13000000,50445860
4560,80000000,108469033
4561,28000000,38959900
4562,50000000,222383055
4563,22000000,70949793
4564,1700000,12231500
4565,5000000,86362372
4566,61000000,368567189
4567,16000000,20769209
4569,6500000,256873813
4570,1400000,1945420
4571,15000000,52501541
4572,66000000,194169619
4573,10000000,7843145
4574,6000000,3485383
4575,200000,3648
4576,85000000,276014965
4577,55000000,79312301
4578,26000000,2923959
4579,10000000,1069454
4580,1150000,63777092
4581,100000,59424
4582,130000000,352831065
4583,35000000,18376443
4584,300000,3496
4586,170000000,714401889
4587,13300000,7229933
4588,4500000,11774
4589,12000000,100919111
4590,100000000,103039258
4591,4000000,21206861
4592,40000000,195111193
4593,28000000,73421224
4594,420000,435168
4595,34000000,10392666
4596,2300000,59696
4597,165000000,668913307
4599,160000000,529076069
4600,25000000,39217912
4601,16000000,7585011
4602,200000000,747862775
4603,45000000,127990741
4604,180000000,758536735
4605,40000000,86778557
4606,44000000,12342632
4607,178000000,370541256
4608,12000000,307166834
4609,4357373,1200000
4610,1000000,3324070
4611,250000,18823
4612,145000000,616102924
4613,50000000,331333876
4614,8500000,3180252
4615,1300000,16653
4616,9000000,3440939
4617,100000,20056
4618,40000000,65282732
4619,24000000,70027933
4621,210000000,1104039076
4622,40000000,88069880
4623,8000000,68838736
4624,3000000,82780
4626,70000000,158702748
4627,60000000,457729388
4629,145000000,269806430
4630,110000000,330780051
4631,31000000,164350409
4632,4000000,1158877
4633,165000000,652127828
4634,15000000,123327692
4635,10000000,109144
4637,50000000,156399644
4638,40000000,126069509
4639,9000000,111534881
4640,6000000,6591365
4641,1000000,852399
4643,100000000,243388614
4644,40000000,457507776
4645,18000000,17360801
4646,15000000,36068890
4647,70000,30312
4649,125000000,485004754
4650,50000000,156602194
4651,22000000,94270488
4653,17000000,136890774
4654,100000000,209461378
4655,25000000,55090374
4656,3000000,78948
4657,250000,12848
4659,65000000,39499349
4661,15000000,30138912
4662,11000000,78356170
4664,15000000,34820335
4666,5000000,41824066
4667,750000,59656
4668,70000000,20107933
4669,18000000,270944428
4670,5000000,10537341
4671,1000000,1156309
4674,34000000,348319861
4675,28000000,62108587
4676,20000000,41296320
4677,3000000,1821983
4678,2000000,72277
4679,800000,35688
4680,60000000,111946251
4681,55000000,192903624
4682,10000000,552641
4683,5000000,927074
4684,1600000,242443
4685,70000000,58953319
4686,40000000,149804632
4688,23000000,48531242
4689,950000,78122
4690,500000,1822
4691,70000000,220241723
4692,50000000,76119388
4693,28000000,101379287
4694,15000000,29050
4695,13000000,54837234
4696,5000000,17499242
4697,5000000,6656705
4698,3300000,33474334
4699,2000000,6049171
4700,25000000,38718031
4701,80000000,210253368
4702,50000000,97651543
4703,26000000,41059418
4704,18000000,103215094
4705,5000000,567219
4706,1500000,236863
4707,1000000,9837
4708,30000000,76235001
4709,5000000,103683342
4710,1000000,549185
4712,22000000,19563579
4713,8500000,50334418
4714,300000,177507
4717,130000000,493738435
4718,25000000,29276904
4719,18000000,23910210
4720,5000000,44115496
4721,4000000,373375
4723,170000000,710644566
4724,4000000,57273049
4726,450000,13486
4728,40000000,156553592
4730,16000000,3442853
4731,10000000,3168858
4732,7000000,14618727
4734,125000000,766652288
4735,1100000,2636
4737,132000000,367650911
4738,40000000,105945357
4739,15000000,227773686
4740,1000000,288757
4741,120000000,242981799
4744,36000000,57824533
4745,13200000,54323210
4746,12600000,19054534
4747,5000000,851690
4748,1000000,5797192
4749,550000,9111
4751,140000000,268314513
4752,20000000,8692898
4753,12000000,25514848
4754,250000000,955119788
4755,127000000,356546621
4756,65000000,139840525
4757,14000000,25187026
4758,65000000,163527824
4759,58000000,547326372
4760,50000000,203502372
4761,10000000,27317872
4762,10000000,173613
4763,40000000,196090
4764,20000000,6071433
4765,3000000,4668109
4772,750000,450
4788,11000000,56758138
4789,250000000,1404705868
4790,155000000,440160956
4791,14500000,123709460
4792,15000000,3471
4796,25000,428923
4797,30000000,25199891
4803,70000000,19548419
4804,55000000,259541430
4805,23000000,80171596
4806,5000000,41699612
4807,9000000,2243
4808,3300000,40262
4809,60000000,30396134
4810,6000000,32544
4811,5500000,24956
4812,4900000,17561100
4813,4000000,52819253
4815,30000000,929157
4816,12000000,32248241
4817,9000000,21571189
4818,7000000,35919
4819,4000000,4854356
4820,1300000,288751
4821,108000000,663851905
4822,50000000,15505922
4823,7000000,1732228
4824,94000000,404561724
4825,40000000,570998101
4826,2000000,147299
4828,1000000,15156
4829,17000000,45707924
4830,14000000,12452601
4831,8500000,43528634
4833,7500000,13524
4836,65000000,154362963
4837,5000000,35341814
4838,4000000,760678
4839,180000,17503
4844,190000000,1516748684
4845,30000000,46225326
4847,95000000,534551353
4848,50000000,66961644
4849,35000000,11106
4850,10000000,11894
4851,2000000,20649774
4853,26000000,135436
4857,110000000,295279072
4858,40000000,13644292
4859,10000000,7501132
4860,2300000,14305540
4862,250000,3234
4864,130000000,386069390
4865,40000000,106511453
4866,10000000,13423176
4869,65000000,122519874
4870,22000000,69698495
4871,3000000,379161
4873,11000000,62076141
4874,15000000,61788393
4875,7700000,1080428
4878,50000000,3434330
4879,38000000,107597242
4881,1000000,62561449
4882,150000,7193
4886,30000000,69057415
4888,25000000,129115
4889,22500000,30864649
4890,20000000,17684355
4891,1900000,478595
4892,15000000,17224539
4893,5500000,863895
4895,65000000,233125712
4896,30000000,168832
4897,14500000,565801
4898,10000000,120678444
4900,25000000,101937062
4901,150000000,370742166
4902,29000000,287130801
4904,5000000,7556
4905,1000000,1036
4908,170000000,207283457
4909,35000000,95825125
4910,8000000,53086
4911,600000,3301
4913,110000000,469590832
4914,37000000,24935799
4915,20000000,774905
4916,179000000,181982519
4917,95000000,110623265
4918,74000000,311594032
4920,49000000,105002056
4921,35000000,12819501
4922,10000000,90384306
4923,1500000,113169
4925,300000000,879620923
4926,99000000,250474038
4927,20000000,92217729
4928,175000000,853707581
4929,7000000,18190831
4930,4000000,797439
4931,200000,1165996
4933,68000000,217022588
4934,20000000,43658157
4935,17000000,1973945
4937,26000000,34246770
4938,2000000,45431
4941,120000000,167117548
4942,18000000,41148679
4943,5000000,58978653
4944,2000000,2279959
4945,130000000,518602163
4946,35000000,140949327
4947,75000,8799
4949,90000000,244126300
4950,30000000,94207861
4951,13000000,14999638
4952,12000000,85512300
4954,31000000,100655892
4955,150000000,700868363
4956,33000000,357687
4957,1000000,101531
4958,50000,8374
4959,35000000,45680201
4960,11000000,74056184
4961,9000000,1242
4962,4500000,597989
4966,75000000,105445109
4967,28000000,202043881
4968,13000000,17856688
4970,7000000,2053330
4972,35000000,81967450
4973,28000000,28208085
4974,10000000,54104225
4976,150000,5858
4977,5000000,42844516
4979,3000000,73975239
4980,2000000,10166209
4981,1200000,3048209
4982,850000,3256
4983,48000000,327656424
4984,20000000,66776908
4985,7500000,32572
4988,150000000,123888320
4989,30000000,35579007
4990,12000000,6553186
4992,65000000,221662676
4993,61000000,310697192
4994,53000000,98837872
4995,30000000,78571737
4996,2000000,2791973
4997,1200000,4254
4998,80000000,470751398
4999,40000000,197232734
5001,1000000,12931569
5002,1500000,2105
5008,35000000,61173364
5011,25000000,91116
5012,10000000,314073
5017,34000000,63802928
5018,13000000,38976797
5019,4000000,324218
5020,1000000,6870
5021,74000000,1167245366
5022,40000000,26736665
5023,26000000,33713827
5024,10000000,161097
5025,100000,41753881
5030,58000000,158905324
5031,55000000,75466595
5032,40000000,162610473
5033,15000000,6832542
5034,13000000,36262783
5037,80000000,131234406
5038,14000000,34044909
5039,10000000,78096553
5040,5000000,2368937
5041,2000000,481525
5042,300000,1711
5046,28000000,8592432
5047,20000000,32632668
5048,20000000,14883495
5049,15000000,14947243
5053,18000000,60264805
5054,5000000,98595211
5055,5000000,4816142
5056,12000000,14616
5057,100000000,90420758
5059,28000000,133162752
5061,1000000,26
5062,25000000,28400715
5063,20000000,2246000
5064,20000000,3727746
5065,18000000,42167286
5066,8900000,3324184
5067,160000000,650523427
5068,25000000,52427346
5069,25000000,42642077
5070,20000000,30808558
5071,7000000,103962
5073,450000,42503
5074,187500000,334342692
5075,40000000,33175076
5076,37000000,173567581
5077,215000000,1671640593
5078,8000000,9266180
5079,306000000,2058662225
5080,90000000,249520430
5081,30000000,106030660
5084,100000000,128131571
5085,62000000,145443360
5086,60000000,101134059
5087,50000000,238757137
5088,35000000,50363790
5089,8000000,5531455
5090,80000000,4547660
5091,42000000,182156
5093,30000000,141661
5094,15000000,3454036
5097,7000000,1391410
5102,2700000,8200000
5103,2000000,926
5105,1900000,12444
5107,1000000,17721
5108,560000,8462
5113,168000,29827
5118,5000000,23565072
5119,900000,9097072
5120,180000000,349143061
5121,140000000,154110769
5122,10000000,118557124
5123,14000000,11354230
5124,50000000,69411370
5125,40000000,124827316
5126,18000000,27392196
5129,56000000,386096060
5130,38000000,110678636
5131,36000000,156835197
5132,11500000,99930262
5133,10000000,68220952
5134,140000000,518614384
5135,70000000,48197252
5136,25000000,2976636
5137,5000000,20765353
5139,20000000,19450780
5140,8000000,7315248
5141,5000000,2199
5143,9000000,25077411
5144,60720000,552198479
5145,20000000,46164361
5147,5000000,22178125
5148,3500000,40454520
5149,140000000,133553464
5150,23000000,45121177
5151,20000000,25943792
5152,135000000,245623848
5153,20000000,205445075
5154,20000000,9537120
5155,3500000,29233
5156,170000,169242
5158,13000000,73798720
5159,110000000,171484051
5160,18000000,6841142
5161,250000000,868160194
5162,18000000,91651878
5163,10000000,5437126
5164,150000000,1019922983
5165,60000000,193857962
5166,35000000,24915969
5167,600000,7943
5168,165000000,677541920
5169,125000000,344780046
5170,40000000,158701644
5171,175000000,963901123
5172,31500000,38771262
5173,20000000,54404202
5174,18000000,6784
5175,5000000,3807503
5176,115000000,165149302
5177,3000000,7445044
5178,1500000,510957
5179,20000000,11813410
5180,15000000,20609977
5182,60000000,194058503
5183,28000000,16311335
5184,22000000,64171419
5185,11000000,2124005
5186,175000000,746100054
5187,12700000,49196532
5188,27000000,93469699
5189,4000000,10898293
5190,73000000,352829528
5191,50000000,57261763
5192,35000000,108758521
5194,178000000,542742489
5195,170000000,277442381
5196,250000000,1151684349
5197,9000000,7714549
5199,7000000,10237239
5200,200000000,1022617376
5201,50000000,217196811
5202,165000000,387644286
5203,50000000,23152062
5204,13000000,118888025
5205,7500000,3559803
5206,3000000,5100863
5207,2500000,23014021
5209,45000000,170327930
5210,10000000,16084310
5211,8500000,23311425
5212,47500000,18329653
5213,144000000,229034050
5214,5000000,13099931
5215,185000000,336398312
5216,105000000,403841637
5217,5000000,148868835
5218,3000000,4417983
5219,20000000,61680792
5220,120000000,416197059
5221,20000000,181457297
5222,135000000,532950503
5223,10000000,40055439
5224,3500000,182695
5225,30000000,1769316
5226,29000000,78652395
5227,1000000,354836
5228,75000000,875958307
5229,33000000,75909673
5231,95000000,88725100
5232,55000000,74545591
5233,50000000,83034523
5234,20000000,4754517
5235,10000000,158185073
5236,9000000,2000093
5237,60000000,238552082
5238,10000000,30629507
5239,10000000,150191
5240,45000000,91342494
5241,20000000,433574208
5242,50000000,34301950
5243,35000000,203555567
5244,10000000,37493221
5245,90000000,159762983
5246,70000000,174102281
5247,11900000,24041617
5248,156000000,113611666
5249,110000000,296642834
5250,160000000,433125655
5251,90000000,328675540
5252,40000000,311270008
5253,17000000,5653176
5254,40000000,153060045
5255,10000000,23591043
5256,2100000,3330
5257,60000000,160038407
5258,20000000,73206343
5259,9000000,81831866
5260,1500000,55800987
5261,1500000,2082980
5262,75000000,219572877
5263,35000000,28721408
5264,16800000,7313697
5265,13000000,34916128
5266,5000000,108286422
5267,5000000,9669521
5268,1000000,63014
5269,47000000,203178872
5270,40000000,25863458
5271,40000000,1079040
5272,17000000,42141196
5273,10000000,8457974
5274,180000000,803798342
5275,22500000,30719170
5277,16000000,6248077
5278,9000000,18802255
5279,8500000,75740479
5280,8000000,8370555
5281,150000000,639537208
5282,26700000,3871448
5283,18000000,5823540
5284,12000000,145712897
5285,77500000,90905178
5286,58000000,801029249
5287,50000000,55348693
5288,37000000,99595932
5289,65000000,137768975
5290,29000000,44267641
5291,19000000,140428314
5292,12000000,37584304
5293,200000000,1050988488
5294,36000000,85315070
5295,125000000,240497948
5296,110000000,302211243
5297,75000000,627886287
5298,40000000,44383030
5299,46500000,16149791
5300,38000000,117523786
5301,65000000,21778555
5302,25000000,229518131
5305,4400000,9969237
5309,125000000,61681268
5310,7400000,25863405
5311,85000000,345114933
5312,15000000,18301418
5313,5000000,276841585
5314,40000000,307353906
5315,25000000,189922583
5316,27000,3547
5317,6840000,22273
5318,150000000,785964691
5319,38000000,87098466
5320,150000000,331775766
5321,25000000,40287017
5322,15000000,4892
5323,60000000,20830546
5324,29200000,5278519
5325,21000000,606162
5326,5000000,251359904
5327,25000000,82991460
5328,2000000,35312
5329,127000000,615577068
5330,160000000,1260122363
5331,18000000,42067430
5332,5000000,10744134
5333,120000000,140845191
5334,58000000,100993260
5335,25000000,23190697
5336,125000000,492557218
5337,110000000,167918847
5339,250000000,1237444462
5340,36000000,1480089
5341,90000000,10020889
5342,12000000,15668012
5343,10000000,3565109
5344,30000000,184075552
5345,20000000,43326383
5346,18000000,33907844
5347,200000000,858470006
5348,23000000,58807172
5349,22000000,35409686
5350,10000000,45921140
5351,60000000,169740988
5352,230000000,776037086
5353,43000000,45095823
5354,45000000,54855235
5355,20000000,41015970
5356,217000000,568923844
5357,34000000,139359078
5358,75000000,823755831
5359,40000000,30576502
5360,1100000,27561
5361,60000000,197242826
5362,24000000,78714211
5363,175000000,638087983
5364,152000000,225986078
5365,12000000,19379463
5366,180000000,52573132
5367,150000000,235907054
5368,28000000,69290699
5369,50000000,27366288
5370,30000000,23095325
5371,1000000,130874
5372,30000000,48048527
5374,4000000,36630
5375,195000000,397644453
5376,5000000,17250101
5377,80000000,310940997
5378,55000000,376856949
5379,40000000,166893990
5380,185000000,561137727
5381,175000000,140012608
5382,42000000,57850343
