,production_budget_usd,worldwide_Gross_usd
1389,9000000,28773637
1390,35000000,33422485
1391,36000000,23360779
1392,50000000,6291602
1393,25000000,24355762
1394,16000000,15980376
1395,2000000,10672492
1396,90000000,259736090
1397,60000000,39235486
1398,50000000,257805243
1399,23000000,112036870
1400,25000000,91036760
1401,15000000,10845127
1402,15000000,8735529
1403,95000000,65700000
1404,20000000,47881663
1405,15000000,35007180
1406,40000000,161838076
1407,10000000,1638202
1408,90000000,191200000
1409,65000000,128874043
1410,45000000,113916474
1411,4000000,27786849
1412,4000000,267972
1413,43000000,62063972
1414,29000000,45336404
1415,8000000,28674417
1416,3000000,30438635
1417,3500000,886410
1418,62000000,127630030
1419,15000000,27709625
1420,14000000,12591270
1421,6000000,10619770
1422,58000000,59431365
1423,31000000,68079671
1424,15000000,40862054
1425,10000000,5241315
1426,103000000,457683805
1427,34000000,14291999
1428,7000000,18642318
1429,3300000,5422740
1430,1300000,609042
1431,1000000,428535
1432,127500000,356148063
1433,18000000,29934477
1434,16000000,119739110
1435,120000000,549588516
1436,55000000,71189835
1437,2000000,121807
1438,55000000,304599899
1439,40000000,19417182
1440,10000000,2373937
1441,5000000,16628751
1442,4500000,7389233
1443,80000000,9103630
1444,75000000,36751979
1445,53012938,107190108
1446,16000000,21799652
1447,2500000,1687548
1448,42000000,227793915
1449,51000000,149270999
1450,150000,110719
1451,110000000,215300000
1452,120000000,328711434
1453,76000000,35129610
1454,60000000,71719931
1455,24000000,32662299
1456,24000000,12372410
1457,65000000,69688384
1458,19000000,277200000
1459,1200000,2509344
1460,75000000,296339717
1461,250000,1157672
1462,15000000,5217498
1463,90000000,288693989
1464,30000000,133946923
1465,20000000,18250106
1466,19000000,15911332
1467,84000000,166307945
1468,33000000,47267829
1469,24000000,27732366
1470,9000000,13061935
1471,2500000,9598
1472,1000000,1179462
1473,75000000,213500000
1474,65000000,62761005
1475,35000000,33771965
1476,15000000,213514672
1477,10000000,83593107
1478,35000000,85911226
1479,3000000,38236338
1480,1000000,10037390
1481,40000000,30199105
1482,23000000,13019253
1483,10000000,90453550
1484,40000,277233
1485,103300000,232643008
1486,500000,1167524
1487,60000000,47371191
1488,35000000,15471969
1489,16000000,6615452
1490,225000,1032075
1491,15000000,38574362
1492,12500000,45557491
1493,8000000,10192613
1494,1000000,12996
1495,6000000,20695413
1496,30000000,136706683
1497,9000000,3134509
1498,1000000,2022442
1499,90000000,106000000
1500,38000000,58394308
1501,800000,371647
1502,300000,2652515
1503,80000000,58270391
1504,80000000,33463969
1505,32000000,82339483
1506,1200000,10827356
1507,28000000,31320293
1508,11000000,13719474
1509,9000000,17804273
1510,5000000,109273197
1511,3000000,39852
1512,48000000,90376224
1513,40000000,55696705
1514,20000000,2282710
1515,2000000,11546543
1516,65000000,10014234
1517,22000000,13555988
1518,15000000,47721314
1519,5250000,20097
1520,42000,342722
1521,600000,173599
1522,50000000,39778599
1523,20000000,96147688
1524,13000000,62452927
1525,200000,1161843
1526,50000000,50054511
1527,40000000,90717684
1528,40000000,40435694
1529,10000000,1953882
1530,6800000,927107
1531,123000000,345141403
1532,82000000,96024898
1533,35000000,53425292
1534,30000000,103284813
1535,85000000,66941559
1536,73243106,248099143
1537,13500000,11732088
1538,9500000,59675307
1539,7000000,35795319
1540,80000000,29725663
1541,18000000,21361109
1542,12000000,6982680
1543,8000000,4714090
1544,2000000,2419669
1545,100000000,169296573
1546,65000000,374105123
1547,25000000,152500343
1548,13000000,73180297
1549,6000000,10557291
1550,43000000,80013623
1551,10000000,44567606
1552,85000000,427230516
1553,80000000,66554547
1554,60000000,124715863
1555,45000000,213420951
1556,45000000,18120267
1557,28000000,33000377
1558,26000000,75763814
1559,10000000,5149131
1560,4000000,75078
1561,48000000,208300000
1562,13000000,1375635
1563,8000000,8279017
1564,30000000,38462071
1565,22000000,55762229
1566,45000000,29406132
1567,28000000,94728529
1568,18500000,4221341
1569,14000000,10397365
1570,10000000,20384136
1571,40000000,145238250
1572,16000000,43057552
1573,13500000,892506
1574,13000000,3058380
1575,115000000,559757719
1576,53000000,54207112
1577,49000000,72689126
1578,10350000,174201661
1579,500000,7890
1580,40000000,65754228
1581,30000000,71172251
1582,10000000,44451470
1583,75000000,5409517
1584,62000000,18708848
1585,90000000,347425832
1586,30000000,165334774
1587,26000000,16521410
1588,85000000,96971293
1589,33000000,79958599
1590,5000000,39723096
1591,250000,1366235
1592,50000,2335352
1593,38000000,57753825
1594,25000000,5516708
1595,6000000,27958191
1596,35000000,197692062
1597,23000000,38684906
1598,18000000,27491653
1599,11000000,13558739
1600,2000000,20883834
1601,98000000,435040395
1602,2000000,76654
1603,60000000,200700000
1604,45000000,141189101
1605,25000000,281527158
1606,25000000,39393111
1607,15000000,14249005
1608,105000000,10364769
1609,72000000,54616869
1610,8000000,19585
1611,5000000,6755271
1612,45000000,104505362
1613,28000000,77477297
1614,23000000,21973182
1615,12000000,17292381
1616,53000000,179209685
1617,50000000,491812794
1618,38000000,29544532
1619,151500000,449239855
1620,40000000,16172200
1621,30000000,83282296
1622,28000000,105159085
1623,3000000,68452128
1624,1000000,852206
1625,25000000,36833473
1626,10000,94596
1627,4300000,10158355
1628,94000000,273330185
1629,1800000,3050934
1630,72000000,176101721
1631,38000000,206512310
1632,16000000,28734552
1633,90000000,235900000
1635,13000000,19929123
1636,3500000,3293258
1637,40000000,27053815
1638,38000000,19317765
1639,14000000,4288246
1640,13000000,22391450
1641,700000,1140965
1642,85000000,450728529
1643,6000000,1290920
1644,1000000,2684207
1645,68000000,113542091
1646,18000000,141809235
1647,5000000,5476060
1648,2100000,1381824
1649,93000000,365900000
1650,46000000,160648493
1651,12000000,450594
1652,6000000,3747270
1653,5500000,8761608
1654,100000000,362211740
1655,400000,44452
1656,90000000,186049020
1657,80000000,147080413
1658,80000000,98341932
1659,3000000,9981635
1660,15000000,11919578
1661,48000000,50315140
1662,57000000,62097495
1663,48000000,86607223
1664,35000000,13601109
1665,6500000,64148
1667,1000000,113433
1668,28000000,8434601
1669,26000000,18496522
1670,22000000,33762400
1671,17000000,19693891
1672,13000000,5002310
1673,10000000,58939035
1674,5000000,16017403
1675,1000000,17127
1676,87000000,350100280
1677,22000000,25873142
1678,42000000,56331864
1679,12000000,622273
1680,10000000,19860259
1681,10000,673780
1682,40000000,70836296
1683,35000000,28906817
1684,100000,1358
1685,22000000,22861785
1686,21000000,43728560
1687,22000000,6047691
1688,8500000,4273372
1689,50000000,104488383
1690,31000000,30885781
1691,28000000,60780981
1692,2000000,1075504
1693,70000000,13596911
1694,30000000,286500000
1695,17000000,207765056
1696,1500000,1619602
1697,60000000,20541668
1698,47000000,29781453
1699,35000000,68712365
1700,10000000,8378853
1701,19000000,68467960
1702,18000000,23889158
1703,10000000,4690802
1704,10000000,226792
1705,4500000,7503672
1706,22000000,14252830
1707,16000000,30987695
1708,7000000,23393939
1709,41000000,100622586
1710,137000000,85131830
1711,4000000,10097096
1712,125000000,974755371
1713,6000000,2522928
1714,90000000,143049560
1715,35000000,33422806
1716,11000000,14786394
1717,1000000,3575308
1718,1700000,42137871
1719,40000000,58855732
1720,38000000,623374
1721,30000000,17865209
1722,24000000,29823162
1723,13000000,122244329
1724,75000000,71523271
1725,11000000,25116103
1726,70000000,202726605
1727,28000000,71430876
1728,15000000,62401343
1729,7000000,4720371
1730,5500000,15155021
1731,109000000,887210985
1732,78000000,317668058
1733,72000000,37306334
1734,38000000,24515990
1735,25000000,102992536
1736,12000000,31222395
1737,109000000,87683966
1738,48000000,70937778
1739,35000000,24405825
1740,18000000,41300105
1741,4000000,43766463
1742,95000000,159691085
1743,22000000,92542418
1744,7500000,10834406
1746,13000000,8130727
1747,11000000,4814244
1748,500000,1250798
1749,70000000,114658262
1750,17000000,95092667
1751,160000,32092
1752,70000000,60279822
1753,65000000,172825854
1754,32000000,116898028
1755,42000000,56438555
1756,40000000,75389090
1757,15000000,1405032
1758,11000000,46060915
1759,10000000,17033556
1760,70702619,408269295
1761,16000000,40363530
1762,3000000,19184820
1763,2000000,3438804
1764,70000000,33076815
1765,36000000,102226631
1766,20000000,109862682
1767,12000000,57000000
1768,12000000,2326407
1769,1200000,23046142
1770,60000000,82150183
1771,60000000,30063805
1772,35000000,30307804
1773,4500000,92723
1774,1200000,27025600
1775,1100000,247740
1776,139000000,821706375
1777,16000000,14839383
1778,10000000,6244618
1779,140000000,441767803
1780,30000000,62432423
1781,25000000,16425701
1782,1500000,9345061
1783,85000000,78948765
1784,65000000,386116343
1785,35000000,103787401
1786,5000000,33649881
1787,54000000,154338601
1788,12000000,12516222
1789,1500000,119841
1790,50000000,8374062
1791,48000000,196308367
1792,26000000,38788828
1793,22000000,80491516
1794,40000000,7974607
1795,78000000,206455420
1796,14000000,25608779
1797,12000000,4606284
1798,60000000,165890634
1799,50000000,56643267
1800,5000000,374890034
1801,1500000,12412889
1802,40000000,14448589
1803,18000000,676698
1804,14000000,16951798
1805,400000,1600566
1806,45000000,8488871
1807,42000000,63781100
1808,6000000,39241323
1809,6000000,4316497
1810,115000000,656695615
1811,27000000,130759651
1812,5500000,56653
1813,1500000,1840248
1814,15000000,8378141
1815,80000000,106515310
1816,46000000,113622499
1817,38000000,50970660
1818,3000000,3705923
1819,2100000,313436
1820,68000000,193500000
1821,25000000,40796145
1822,40000000,22433915
1823,10000000,34364995
1824,35000000,16830252
1825,60000000,54994757
1826,20000000,5345869
1827,18500000,32531759
1828,3500000,18495444
1829,115000000,77628265
1830,84000000,276294164
1831,60000000,214357371
1832,12000000,1779284
1833,102000000,358824714
1834,80000000,245800000
1835,15600000,13771817
1836,5600000,3281898
1837,50000000,171269535
1838,10000000,13684949
1839,250000,4613482
1840,70000000,69157016
1841,27000000,73826768
1842,38000000,119721296
1843,8000000,16585503
1844,30000000,36722311
1845,120000000,166000000
1846,90000000,65716126
1847,300000,2066892
1848,150000,3270128
1849,63000000,292738626
1850,20000000,16988996
1851,85000000,78353508
1852,70000000,25852508
1853,15000000,52461017
1854,80000000,98983590
1855,14000000,25873145
1856,7500000,4239767
1857,50000000,119114494
1858,41000000,245768384
1859,13500000,29027914
1860,100000000,7094995
1861,30000000,51618420
1862,25000000,14805812
1863,12000000,52223306
1864,29000000,20146150
1865,20000000,12398628
1867,40000000,13208023
1868,70000000,267200000
1869,50000000,26199517
1870,800000,881950
1871,25000000,13973532
1872,12000000,77063461
1873,9000000,4777465
1874,7500000,206400
1875,70000000,14294842
1876,55000000,1807990
1877,35000000,29882645
1878,30000000,6916869
1879,19000000,274949886
1880,10000000,38067218
1881,8000000,42376425
1882,4000000,9413956
1883,60000000,104429625
1884,38000000,182365114
1885,21000000,6830957
1886,15300000,7000000
1887,950000,814666
1888,13000000,28972187
1889,200000,174682
1890,200000,162605
1891,48000000,248218486
1892,27000000,5204007
1893,25000000,12219367
1894,7000000,2703821
1895,3000000,7777790
1896,20000000,68349884
1897,15000000,22723
1898,12000000,56131239
1899,9000000,184255
1900,5000000,79282312
1901,825000,1500711
1902,18000000,43308707
1903,25000000,24591031
1904,21000000,43928932
1905,16000000,21657770
1906,15000000,19344615
1907,15000000,12419700
1908,10000000,598645
1909,8000000,28315272
1910,4000000,11799060
1911,3000000,58240487
1912,100000000,878979634
1913,25000000,19233280
1914,15500000,1693000
1915,1800000,5719000
1916,750000,47329
1917,350000,9118
1918,142000000,431942139
1919,20000000,26348203
1920,12500000,16193713
1921,10000000,33526835
1922,100000000,91800000
1923,47000000,14970038
1924,40000000,12624471
1925,17000000,16140842
1926,7000000,16866928
1927,45000000,66790248
1928,43000000,63078756
1929,11000000,19947280
1930,80000000,183354514
1931,15000000,37659652
1932,12500000,33436931
1933,500000,308793
1934,60000000,67312826
1935,55000000,163838217
1936,30000000,107054484
1937,20000000,56398162
1938,1000000,703
1939,94000000,934699645
1940,12500000,23367586
1941,4500000,25344490
1942,97000000,183124621
1943,60000000,199043309
1944,25000000,60694737
1945,7500000,11843260
1946,6000000,267194
1947,52000000,355612291
1948,45000000,31681811
1949,35000000,111854182
1950,30000000,306771047
1951,25000000,97030468
1952,10000000,1562800
1953,4000000,17639
1954,1000000,213137
1955,29000000,33013805
1956,170000000,433058296
1957,55000000,126425115
1958,54000000,7126002
1959,60000000,90723216
1960,20000000,17430594
1961,3300000,32059295
1962,14000000,274299
1963,7000000,47289758
1964,26000000,90396664
1965,11000000,24150550
1966,500000,1111615
1967,30000000,6460758
1968,125000000,407711549
1969,15000000,55534455
1970,10000000,1011054
1971,1000000,475367
1972,60000000,80767884
1973,25000000,125339088
1974,80000000,182782518
1975,20000000,140122225
1976,7000000,719699
1977,1000000,703020
1978,55000000,12923936
1979,50000000,28920188
1980,24000000,86765463
1981,15000000,12262065
1982,25000000,56434942
1983,10000000,1641788
1984,4000000,563711
1985,50000000,55489826
1986,20000000,131945303
1987,5800000,421021
1988,5500000,1060512
1989,2500000,2013052
1990,500000,9470209
1991,103000,16137
1992,55000000,47213095
1993,25000000,58240458
1994,20000000,6882696
1995,4500000,1022649
1996,68000000,75685268
1997,15000000,14933713
1998,5900000,3895664
1999,1200000,58936
2000,85000000,74132631
2001,50000000,42598498
2002,35200000,38283765
2003,800000,2900578
2004,1200000,3700000
2005,36000000,43797731
2006,25000000,35990505
2007,11000000,97837138
2008,3000000,2255000
2009,7800000,24021282
2010,52000000,23010607
2011,9000000,12657377
2012,6000000,18504539
2013,28000000,39134983
2014,20000000,71232214
2015,15000000,34499204
2016,4500000,4556982
2017,28000000,82183683
2018,20000000,5694213
2019,17500000,325491
2020,15000000,12212417
2021,15000000,220944
2022,4000000,3816594
2023,35000000,11559747
2024,17000000,23734486
2025,150000000,427300260
2026,140000000,456810575
2027,18000000,62646763
2028,1100000,81371
2029,150000000,738576929
2030,81000000,484468608
2031,94000000,936429370
2032,60000000,176262839
2033,10000000,28649556
2034,76000000,236410607
2035,5500000,6148823
2036,4300000,39374600
2037,26000000,160822438
2038,75000000,50409753
2039,30000000,26214846
2040,25000000,55443032
2041,7000000,196067
2042,5000000,121016
2044,137000000,245229234
2045,30000000,15358583
2046,12000000,4922166
2047,9000000,454255
2048,120000000,227200000
2049,8000000,82955633
2050,50000000,178890782
2051,50000000,88316835
2052,1750000,634803
2053,75000000,85632458
2054,20000000,164675402
2055,6500000,6173485
2056,5400000,8133256
2057,45000000,247950247
2058,32000000,220236410
2059,130000000,273271982
2060,45000000,163126676
2061,16000000,14108518
2062,10000000,14156753
2063,2000000,37227
2064,7500000,555335
2065,90000000,157092943
2066,86000000,148715342
2067,40000000,167851995
2068,15000000,353743
2069,4000000,146402
2070,70000000,207154748
2071,30000000,156822020
2072,26000000,68613992
2073,25000000,114576403
2074,2000000,8685632
2075,2000000,9505996
2076,41000000,22108977
2077,20000000,1646664
2078,14000000,15549702
2079,1000000,839145
2080,25000000,119923801
2081,5000000,894030
2082,500000,254293
2083,60000000,164285587
2084,5000000,25913869
2085,125000000,634954103
2086,30000000,47902566
2087,22000000,95708457
2088,18000000,13203044
2089,1000000,1492895
2090,85000000,80831893
2091,40000000,10070651
2092,35000000,32738814
2093,18000000,57490024
2094,11000000,4234355
2095,2500000,12267275
2096,19000000,101564935
2097,500000,13134
2098,60000000,121327628
2099,55000000,176469428
2100,17000000,45312217
2101,7000000,13767816
2102,6000000,181798
2103,70000000,123954323
2104,17000000,9438074
2105,9000000,107967319
2106,300000,3571253
2107,12000000,23693646
2108,60000000,11427090
2109,45000000,155200000
2110,35000000,53293628
2111,8000000,524747
2112,3000000,10051516
2114,6000000,3456602
2115,56000000,195660942
2116,7000000,17005466
2117,800000,58163
2118,250000,3809226
2119,78000000,179265204
2120,1900000,1445140
2121,500000,19800
2122,135000000,212912137
2123,80000000,54540662
2124,300000,7808524
2125,109000000,133818283
2126,40000000,141484812
2127,20000000,59667625
2128,90000000,155750628
2129,80000000,26703184
2130,65000000,38253433
2131,18000000,77147031
2132,4000000,11131455
2133,2000000,17403168
2134,5600000,74566042
2135,29000000,97413527
2136,4000000,117085297
2137,2000000,1660865
2138,1500000,30351664
2139,80000000,266685242
2140,55000000,63537164
2141,27000000,1545064
2142,12000000,43281552
2143,94000000,1141403341
2144,65000000,141205169
2145,16500000,16157923
2146,10000000,93074616
2147,1300000,90213
2148,5000000,64240813
2149,100000000,95255485
2150,80000000,165173909
2151,60000000,98819789
2152,40000000,190212113
2153,15000000,3396508
2155,4000000,63180
2157,7000,900
2158,23000000,19123851
2159,75000000,371917043
2160,60000000,102332848
2161,22000000,20034713
2162,3000000,6879730
2163,42000000,173044410
2164,40000000,46176322
2165,10000000,6491969
2166,24000000,16980098
2167,13000000,95638592
2168,2000000,15396525
2169,50000000,6626115
2170,8000000,50811858
2171,850000,865708
2172,500000,1971479
2173,110000000,76482461
2174,60000000,99823958
2175,56000000,47313824
2176,30000000,29356757
2177,10000000,42776032
2178,2000000,11234552
2179,75000000,196320329
2180,39000000,6429865
2181,26000000,14469428
2182,25000000,20718223
2183,15000000,33118854
2184,10400000,1610194
2185,25000000,622341924
2186,50000000,40119848
2187,8500000,7573551
2188,6400000,79384539
2189,5000000,96760
2190,30000000,21577076
2191,20000000,16612072
2192,16000000,11540112
2193,12500000,69826708
2194,6700000,223878
2195,35000000,116177695
2196,12000000,92863945
2197,28000000,103452875
2198,20000000,72703462
2199,20000000,8361736
2200,35000000,77392139
2201,35000000,37066129
2202,25000000,181185387
2203,20000000,5918742
2204,130000000,796688549
2205,55000000,153535982
2206,33000000,54533774
2207,20000000,8047525
2208,60000000,130968579
2209,30000000,96439723
2210,8500000,30298347
2211,3400000,493905
2212,32000000,29948322
2213,30000000,16910708
2214,20000000,14566246
2215,18000000,130953026
2216,17000000,2694071
2217,78000000,108086731
2218,60000000,170200225
2219,92000000,614726752
2220,40000000,35195939
2221,150000000,484161265
2222,9000000,12512317
2223,70000000,937008132
2224,125000000,556319450
2225,50000000,49928680
2226,16000000,14553807
2227,5000000,10206551
2228,10000,1987
2229,28000000,64474705
2230,18000000,65842412
2231,18000000,16959614
2232,15000000,5953886
2233,4000000,10941801
2234,100000,110536
2235,60000000,217670152
2236,30000000,21758371
2237,7500000,1788324
2238,780000,1310470
2239,500000,55518641
2240,400000,1162014
2241,110000000,72004159
2242,75000000,218673959
2243,30000000,167791704
2245,20000000,111448997
2246,6000000,221148959
2247,72000000,62176754
2248,30000000,116025023
2249,15000000,18524496
2250,200000000,783705001
2251,12000000,31286759
2252,170000000,300150546
2253,40000000,21215882
2254,800000,62544
2255,65000,22233808
2256,90000000,203877963
2257,105000000,348629585
2258,19000000,70164105
2259,4600000,3479302
2260,3200000,14441158
2261,100000000,82145379
2262,85000000,288587450
2263,6500000,1033810
2264,2500000,36028802
2265,80000000,96148711
2266,71682975,257641634
2267,55000000,28231444
2268,9000000,18225165
2269,30000000,61950770
2270,15000000,14811980
2271,7000,841926
2272,65000000,132397389
2273,70000000,172543519
2274,20000000,28762690
2275,78000000,43957541
2276,30000000,65121280
2277,500000,1348750
2278,27000000,8712564
2279,25000000,70326393
2280,20000000,9355369
2281,17000000,177535958
2282,10000000,630427
2283,23000000,12291975
2284,12000000,17322212
2285,92000000,23911362
2286,35000000,22913677
2287,30000000,26323969
2288,25000000,31635150
2289,6800000,9533964
2290,25000000,89476265
2291,10000000,9408183
2292,2600000,3292333
2293,70000000,49730854
2294,35000000,41666476
2295,30000000,21827296
2296,1400000,56073
2297,50000000,117211892
2298,40000000,463730
2299,30000000,10419084
2300,5000000,30332385
2301,1000000,227241
2302,50000000,125168734
2303,45000000,61475984
2304,200000,346106
2305,11000000,13353855
2306,170000000,319090241
2307,110000000,362989076
2308,50000000,34806726
2309,2000000,105377
2310,400000,31425
2311,40000000,118097882
2312,20000000,50948811
2313,18000000,14488705
2314,10000000,70527
2315,17000000,109793192
2316,10000000,187281115
2317,5000000,8655397
2318,200000,439651
2319,40000000,124823094
2320,20000000,14603001
2321,1200000,103880027
2322,120000000,107212751
2323,100000000,96221971
2324,50000000,208094550
2325,400000,46122713
2326,45000000,122071435
2327,100000000,331323410
2328,30000000,142051255
2329,5000000,40311842
2330,155000000,167297191
2331,50000000,96469187
2332,7500000,3347647
2333,55000000,69759296
2334,5500000,83529758
2335,40000000,92111551
2336,26000000,28703083
2337,57000000,38329114
2338,50000000,263894551
2339,29000000,24716190
2340,25000000,115036108
2341,11000000,13000959
2342,7000000,7017859
2343,30000000,231928227
2344,110000000,208370892
2345,100000000,212956024
2346,75000000,54344321
2347,75000000,34009180
2348,24000000,8292914
2349,13300000,39686345
2350,10000000,290875
2351,60000000,516567575
2352,55000000,154017885
2353,17500000,36521223
2354,45000000,48563556
2355,10600000,34409206
2356,30000000,18765585
2357,26000000,63489752
2361,40000000,158527918
2362,25000000,41560117
2363,45000000,17492014
2364,5500000,8589831
2365,750000,229250
2366,65000000,56409722
2367,45000000,76665507
2368,30000000,89955540
2369,30000000,36040895
2370,20000000,98114471
2371,425000,12604
2372,25000000,123696741
2373,20000000,8178569
2374,5000000,83356
2375,70000,4930
2376,80000000,6300451
2377,32000000,88978458
2378,25000000,5654777
2379,55000000,53913573
2380,100000000,59918422
2381,75000000,221594911
2382,15000000,33508485
2383,13500000,93631744
2384,50000000,22099706
2385,35000000,25114901
2386,5500000,50458356
2387,88000000,105021488
2388,25000000,13424365
2389,1000000,3553253
2390,50000000,161941727
2391,25000000,25732334
2392,20000000,10468867
2393,1000000,3700
2394,60000000,101382396
2395,35000000,102115888
2396,3500000,96793
2397,3000000,6239723
2398,1500000,1126258
2399,25000000,38351350
2400,20000000,67192859
2401,15000000,47175038
2402,75000000,94944017
2403,56000000,198006880
2404,28500000,15452978
2405,4600000,3099369
2406,72000000,96947540
2407,60000000,310043823
2408,1600000,3264
2409,1500000,58692
2411,18500000,109175673
2412,2000000,466106
2413,2000000,2226603
2414,90000000,162753837
2415,25000000,41921590
2416,25000000,4049527
2417,20000000,375474
2418,15500000,517262
2419,60000000,71073932
2420,45000000,102746214
2421,1400000,1261792
2422,30000,82698
2423,53000000,109848461
2424,12000000,19287485
2425,6800000,49526
2426,5200000,1695126
2427,1100,181041
2428,30000000,197593152
2429,1500000,11191423
2430,45000000,155931301
2431,45000000,55842724
2432,43000000,49037621
2433,27000000,16566235
2434,6500000,11745931
2435,500000,9387581
2436,115000000,848998877
2437,82000000,190320568
2438,75000000,556559566
2439,2500000,1269705
2440,110000000,218853353
2441,35000000,70064800
2442,7303082,101173038
2443,300000,10514
2444,150000000,359142722
2445,10000000,19535005
2446,2000000,9615464
2447,1700000,4727375
2448,50000000,144110682
2449,80000000,131159306
2450,18975000,47751015
2451,3400000,133276359
2452,1700000,661221
2453,700000,4857731
2454,132000000,606836535
2455,10000000,92094360
2456,1800000,1322161
2457,200000,6260
2458,20000000,30491379
2459,7000000,56586901
2460,1125000,18673274
2461,25000000,18991288
2462,5000,1338
2463,150000000,475825484
2464,40000000,283218368
2465,300000,87264
2466,250000,237816
2467,120000000,163018913
2468,35000000,33500620
2469,7000000,20940428
2470,2800000,23591783
2471,250000,191862
2472,138000000,76416746
2473,35000000,83109359
2474,35000000,58405313
2475,145000000,121671925
2476,40000000,50071069
2477,20000000,102034104
2478,87500000,330717080
2479,60000000,49473093
2480,350000,1772979
2481,30000000,3252550
2482,35000000,64188387
2483,26000000,177344230
2484,26000000,96666486
2485,80000000,105299638
2486,30000000,27147991
2487,9000000,1069318
2488,25500000,86301599
2489,30000000,18535575
2490,20000000,10393696
2491,18000000,144529078
2492,200000,44701
2493,40000000,46666955
2494,180000000,720539572
2495,85000000,161510853
2496,20000000,27836366
2497,13900000,177012173
2498,1300000,329621
2499,58000000,100687083
2500,42000000,60437727
2501,25000000,881745
2502,20000000,8284331
2503,4000000,1919197
2504,1000000,15943081
2505,1000000,1549000
2506,65000000,26670920
2507,55000000,214392904
2508,32000000,61477797
2509,30000000,114770654
2510,10000000,17433072
2511,8000000,446438
2512,1600000,129319
2514,1500000,172569
2515,50000000,41982227
2516,39000000,40319440
2517,25000000,15468266
2518,12000000,994790
2519,7000000,49924079
2520,4000000,973613
2521,3000000,4655
2522,110000000,486124090
2523,50000000,69425966
2524,27000000,13174426
2525,24000000,237814327
2526,24000000,1696765
2527,2850000,6435262
2528,400000,423
2529,54000000,50719373
2530,50000000,22969202
2531,25000000,1415656
2532,18000000,37048526
2533,70000000,54612337
2534,32000000,39498360
2535,30000000,23676771
2536,15000000,16829464
2537,7500000,11758418
2538,6500000,2025032
2539,500000,4134
2540,80000000,141475336
2541,20000000,15466961
2542,5000000,152925093
2543,55000000,366784257
2544,20000000,55686944
2545,7000000,25269040
2546,2000000,691880
2547,80000000,260700012
2548,75000000,77636443
2549,12000000,28915761
2550,65000000,58545540
2551,28000000,126549607
2552,22000000,57520063
2553,150000000,896911078
2554,29000000,187707495
2555,50000000,92690959
2556,45000000,72359917
2557,40000000,31670620
2558,22000000,9448623
2559,60000000,10597070
2560,40000000,92256918
2561,30000000,92494381
2562,22000000,45273464
2564,207000000,550517357
2565,15000000,13454474
2566,45000000,32952995
2567,18000000,92357499
2568,140000000,203018919
2569,60000000,135015330
2570,16000000,2814566
2571,75000000,131492772
2572,8000000,19891331
2573,70000000,88933562
2574,30000000,26184400
2575,1100000,29005064
2576,15000000,87973835
2577,10000000,17300838
2578,15000000,909822
2579,2160000,37865
2582,12000000,43924923
2583,5600000,7009668
2584,2700000,31517561
2585,2400000,500296
2586,30000,103509
2588,35000000,46309644
2589,10000000,14321070
2590,45000000,43343247
2591,30000000,42799060
2592,17500000,109843390
2593,45000000,113417762
2594,10000000,11924041
2595,1000000,16553163
2596,40000000,137047376
2597,25000000,128745578
2598,14200000,543306
2599,7900000,3129471
2600,5300000,29197694
2601,4750000,3061763
2602,1600000,145382
2603,52000000,205727307
2604,15000000,11599903
2605,10000000,3260179
2606,15000,195254
2607,400000,2797199
2608,40000000,120455994
2609,20000000,85146165
2610,4200000,33913542
2611,3500000,113783
2612,20000000,28058652
2613,17000000,9729088
2614,10000000,63320521
2615,3000000,11537539
2616,15000000,67215435
2617,45000000,65595141
2618,30000000,30962112
2619,22000000,23134075
2620,12000000,22978953
2621,3000000,12051924
2622,149000000,179357126
2623,18000000,261443242
2624,9400000,87226613
2625,3700000,3355048
2626,50000000,130214162
2627,25000000,55279608
2628,13000000,2898225
2629,7500000,40016662
2630,3000000,95204
2632,50000000,185798265
2633,20000000,23187506
2634,17000000,15680099
2635,2900000,3127472
2636,500000,602789
2637,75000000,651899282
2638,70000000,35417162
2639,17000000,21170563
2640,15250000,12930343
2641,2500000,497195
2642,450000,4243996
2643,4500000,23471871
2644,73000000,162870525
2645,51000000,118583844
2646,8000000,12740705
2647,7000000,57051053
2648,4000000,10770993
2649,2000000,1985292
2650,80000000,99010667
2651,40000000,178710620
2652,950000,8267066
2653,60000000,78080697
2654,50000000,94704227
2655,17000000,16510971
2656,1000000,884
2657,55000000,87524497
2658,20000000,30399714
2659,18000000,77635035
2660,9600000,5256839
2661,8000000,18959424
2662,3000000,11322573
2663,12000,1336
2664,10000,138711
2665,150000000,397501348
2666,30000000,35869934
2667,20000000,5313608
2668,15000000,8224998
2669,14000000,30443277
2670,8000000,973443
2671,9000000,16235738
2672,125000000,767820459
2673,80000000,343397247
2674,8000000,18828036
2676,1000000,52769915
2677,210000000,459359555
2678,7000,71644
2679,25000000,3605420
2680,12000000,196857
2681,5000000,6590172
2682,4800000,82241110
2683,25000000,119295584
2684,90000000,289660619
2685,16000000,50517763
2686,14000000,14121177
2687,10000000,38364855
2688,3000000,252726
2689,85000000,157794205
2690,60000000,147985373
2691,40000000,114830111
2692,32000000,99296462
2693,500000,3177636
2694,82500000,237685089
2695,10000000,32430721
2696,2000000,5361
2697,232000000,374085065
2698,2000000,2077844
2699,1000000,1849392
2700,250000,51540
2701,35000000,326073155
